zuordnung;Name;Vorname;Titel;Land;Zeit am Institut ;Abteilung;Auswahl 1950–1990;"""Ostblock"" inkl. China & Nordkorea";Förderer;Förderer extern;Herkunftsinstitut (bei letztem Aufenthalt am IEG);Forschungsthema;Beschreibung;Publikation;Betreuer/in oder nur Gutachter/in;Institution Betreuer/in;Ort Institution Betreuer/in;Staat Institution Betreuer/in;Staatsangehörigkeit Betreuer/in;Spalte2
;Trgovcevic;Ljubinka;;Jugoslawien;1979;2;1;1;Institut;;Serbische Akademie der Wissenschaften und der Künste, Belgrad;Die Schulung der serbischen Studenten in Deutschland bis zum Ersten Weltkrieg;Empfohlen von Prof. Milic;"{""weiteres1456078e4c670d39"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=119537427 | Planirana elita : o studentima iz Srbije na evropskim univerzitetima u 19. veku. Beograd 2003 (Posebna izdanja \/ Istorijski Institut 43) | _new>>""}}";G;"Institut für Geschichte, Belgrad; Universität Belgrad";"Belgrad; Belgrad";"Jugoslawien; Jugoslawien";;
Fellow;Trgovcevic;Ljubinka;;Jugoslawien;1994;2;1;1;Institut;;Serbische Akademie der Wissenschaften und der Künste, Belgrad;Die Schulung der serbischen Studenten in Deutschland bis zum Ersten Weltkrieg;;"{""weiteres1456078e4c670d39"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=119537427 | Planirana elita : o studentima iz Srbije na evropskim univerzitetima u 19. veku. Beograd 2003 (Posebna izdanja \/ Istorijski Institut 43) | _new>>""}}";G;"Institut für Geschichte; Universität Belgrad";"Belgrad; Belgrad";"Jugoslawien; Jugoslawien";;
Fellow;Turchetti;Mario;;Italien;1973, 1974;1;1;;Institut;;Universität GenfUniversität Genf, Schweiz;François Baudouin (1520–73). Dalla Giurisprudenza alla Storia;Empfohlen von Prof. Fraenkel, Postdoc-Aufenthalt, Institution des Betreues unbekannt;"{""weiteres52d3fad48072f"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=058876162 | Concordia o tolleranza? Francois Bauduin (1520\u20131573) e i \u00bbMoyenneurs\u00ab, Genf 1984 (Travaux d'humanisme et renaissance 200) | _new>>\r\n""}}";B;;;;;
Fellow;Ufer;Joachim;;Bundesrepublik Deutschland;1980, 1981, 1982;1;1;;Institut;;Johannes Gutenberg-Universität Mainz, Deutschland;Die Antwort der deutschsprachigen katholischen Flugschriften auf die Reformation Luthers;;;B;"Johannes Gutenberg-Universität; Johannes Gutenberg-Universität";"Mainz; Mainz";"Bundesrepublik Deutschland; Bundesrepublik Deutschland";;
Fellow;Ulianich;Boris;;Italien;1953, 1954, 1955;1;1;;Institut;;Universitŕ di Bologna, Italien;Paolo Sarpi, Lettere ai gallicani;"Akte im Ordner 1220; kein Gutachter oder Betreuer vorhanden";"{""weiteres52d3fad3179da"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=101165528 | Paolo Sarpi: Lettere ai gallicani. Edizione critica, saggio introduttivo e note a cura di Boris Ulianich, Wiesbaden 1961 (IEGV 26) | _new>>\r\n""}}";;;;;;
Fellow;Unfer;Ezio;;Italien;1965, 1966;2;1;;Institut;;Universitŕ di Roma, Italien;Die nationalistische Bewegung in Italien 1900–1914/15  ;Postdoc-Aufenthalt;;B;Universitŕ di Roma;Rom;Italien;;
Fellow;Urban;Hans Jörg;;Österreich;1969, 1970, 1971;1;1;;Institut;;Pontificia Universitas Gregoriana, Roma;Der Begriff des kirchlichen Lehramts in der deutschsprachigen evangelischen Theologie der Gegenwart;;"{""weiteres52d3fad4324da"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=029334489 | Bekenntnis, Dogma, kirchliches Lehramt. Die Lehrautorit\u00e4t der Kirche in heutiger evangelischer Theologie, Wiesbaden 1972 (IEGV 64) | _new>>\r\n""}}";B;Eberhard-Karls-Universität;Tübingen;Bundesrepublik Deutschland;;
Fellow;Urban;Wolfgang;;Bundesrepublik Deutschland;1986, 1987;1;1;;Institut;;Eberhard Karls Universität Tübingen, Deutschland;Gabriel Biels Passionstraktat;;;B;Eberhard-Karls-Universität;Tübingen;Bundesrepublik Deutschland;;
Fellow;Valera;Gabriella;;Italien;1984;2;1;;Institut;;Universitŕ della Calabria, Italien;Die Beziehungen zwischen Rechts- und Geschichtswissenschaft in Deutschland vom 17. bis zum 19. Jahrhundert  ;Postdoc-Aufenthalt;"{""weiteres52d3facfe9e6d"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=005355044 | Statistik, Staatengeschichte, Geschichte im 18. Jarhundert, in: Aufkl\u00e4rung und Geschichte: Studien zur deutschen Geschichtswissenschaft in 18. Jahrhundert, hrsg. von Hans Erich B\u00f6deker u.a., G\u00f6ttingen 1986 (Ver\u00f6ffentlichungen des Max Planck-Instituts f\u00fcr Geschichte 81), S. 120-143 | _new>>\r\n""}}";G;"Italienisch-Deutsches Historisches Institut; Universita degli Studi di Napoli";"Trient; Neapel";"Italien; Italien";;
Fellow;Valero;Pablo;;Spanien;1954, 1955;1;1;;Institut;;;;"keine Stipendiatenakte vorhanden; In Ordner 1221 verschiedene Quitungsbelege vorhanden, keine schriftliche Konversation";;;;;;;
Fellow;Vall;Hčctor;;Spanien;1970, 1971, 1972, 1973, 1974;1;1;;Institut;;Jesuitenhochschule, Barcelona, Spanien;"Die Barmer Erklärung; Katalanische Übersetzung von Luthers Schrift »De servo arbitrio« Iglesias e ideologia nazi: el sinodo de Barmen (1934), Salamanca 1976 (Materiales 12)";Postdoc-Aufenthalt, kein Gutachten vorhanden;"{""weiteres1450358a7186b832"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=09856403X | Iglesias e ideologia nazi : el sinodo de Barmen (1934), Salamanca 1976 | _new>>""}}";;;;;;
Fellow;Várady;Géza;;Ungarn;1977;2;1;1;Institut;;Hungarian Academy of Sciences Budapest, Ungarn;Der ungarische Liberalismus in der Reformperiode, der Revolution von 1848/49 und im Neoabsolutismus;Empfohlen von Prof. Ránki, Betreuer, Ort, Institut unbekannt;"{""weiteres145607a18e8242ee"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/46151557\/ | VIAF-Link | _new>>""}}";G;"Ungarische Akademie der Wissenschaften; Ungarische Akademie der Wissenschaften";"Budapest; Budapest";"Ungarn; Ungarn";;
Fellow;Vehviläinen;Olli;;Finnland;1958, 1959;2;1;;Institut;;Helsingin yliopisto, Helsinki, Finnland;Die Sowjetunion in der deutschen Außenpolitik 1933–1939;;"{""weiteres52d3fad33ba85"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/d-nb.info\/578192241\/about\/html | Kansallissosialistinen Saksa ja neuvostoliitto 1933\u201334: Hitlerin valtaantulosta Baltian p\u00f6yt\u00e4kirjaa koskevien neuvottelujen raukeamiseen, Diss. Helsinki 1966 | _new>>\r\n""}}";B;Helsingin yliopisto;Helsinki;Finnland;;
Fellow;Vehviläinen;Olli;;Finnland;1980;2;1;;Extern;1980 DAAD;University of Tampere, Finnland;Die Sowjetunion in der deutschen Außenpolitik 1933–1939;;"{""weiteres52d3fad33ba85"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/d-nb.info\/578192241\/about\/html | Kansallissosialistinen Saksa ja neuvostoliitto 1933\u201334: Hitlerin valtaantulosta Baltian p\u00f6yt\u00e4kirjaa koskevien neuvottelujen raukeamiseen, Diss. Helsinki 1966 | _new>>\r\n""}}";B;Helsingin yliopisto;Helsinki;Finnland;;
Fellow;Veit;Patrice;;Frankreich;1976, 1977, 1978, 1979, 1980;1;1;;Institut;;École Pratique des Hautes Études, Paris, Frankreich;Das geistliche Lied bei Luther;Empfohlen von Prof. Stauffer, Postdoc-Aufenthalt;"{""weiteres52d3fad520be0"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=004471261 | Das Kirchenlied in der Reformation Martin Luthers. Eine thematische und semantische Untersuchung, Stuttgart 1986 (IEGV 120) | _new>>\r\n""}}";B;École Pratique des Hautes Études;Paris ;Frankreich;;
Fellow;Verbeeck;Georgi;;Belgien;1988;2;1;;Institut;;Katholieke Universiteit Leuven, Belgien;Faschismus und Nationalsozialismus in der DDR-Historiographie;;"{""weiteres52d3fad0269a2"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=031125719 | Geschiedschrijving en politieke cultuur: 'de weg naar het fascisme' in het geschiedenisbeeld van de DDR, Leuven 1992 | _new>>\r\n""}}";B;Katholieke Universiteit;Leuven;Niederlande;;
Fellow;Vercruysse;Joseph;;Belgien;1967;1;1;;Institut;;Katholieke Universiteit Leuven, Belgien;Fidelis Populus;Akte unvollständig, erst ab 1993 geführt, kein Gutachten vorhanden;"{""weiteres52d3facf1fd01"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=101181922 | Fidelis Populus. Eine Untersuchung \u00fcber die Ecclesiologie in Martin Luthers \u00bbDidactata super psalterium\u00ab, Wiesbaden 1968 (IEGV 48) | _new>>\r\n""}}";;;;;;
Fellow;Verhey;Sigismund;;Niederlande;1955, 1956, 1957;1;1;;Institut;;;Der Mensch unter der Herrschaft Gottes. Versuch einer Theologie des Menschen nach dem hl. Franziskus von Assisi;"Akte in Ordner 1221; kein Betreuer oder Gutachter vorhanden";"{""weiteres52d3fad3258ab"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/d-nb.info\/455228507\/about\/html | Der Mensch unter der Herrschaft Gottes : Versuch einer Theologie der Menschen nach dem hl. Franziskus von Assisi, D\u00fcsseldorf 1960 | _new>>\r\n""}}";;;;;;
Fellow;Verrelst;Willy;;Belgien;1961;2;1;;Institut;;Katholieke Universiteit Leuven, Belgien;Wirtschafts- und Sozialgeschichte von Herental im 17. und 18. Jahrhundert;;"{""weiteres52d3fad3371d4"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/services.libis.be\/query?query=LBS01000095527&scope=all | Aspekten van het sociaal-ekonomisch leven te Herentals van ca. 1600 tot ca. 1713, Diss. Leuven 1958 | _new>>\r\n""}}";B;Katholieke Universiteit;Leuven;Niederlande;;
Fellow;Verrelst;Willy;;Belgien;1958, 1959;2;1;;Institut;;Katholieke Universiteit Leuven, Belgien;Wirtschafts- und Sozialgeschichte von Herental im 17. und 18. Jahrhundert;;"{""weiteres52d3fad3371d4"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/services.libis.be\/query?query=LBS01000095527&scope=all | Aspekten van het sociaal-ekonomisch leven te Herentals van ca. 1600 tot ca. 1713, Diss. Leuven 1958 | _new>>\r\n""}}";B;Katholieke Universiteit;Leuven;Niederlande;;
Fellow;Viikari;Matti;;Finnland;1969;2;1;;Institut;;Helsingin yliopisto, Helsinki, Finnland;Karl Lamprechts Geschichtsphilosophie und Geschichtstheorie;;"{""weiteres52d3facf33124"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=8520&DB=3&SRT=YOP&SRT=YOP&TRM=951-41-0319-X | Die Krise der \u00bbhistoristischen\u00ab Geschichtsschreibung und die Geschichtsmethodologie Karl Lamprechts, Helsinki 1977 (Annales Academiae Scientiarum Fennicae, Dissertationes Humanarum Litterarum 13) | _new>>\r\n""}}";B;Helsingin yliopisto;Helsinki;Finnland;;
Fellow;Vinke;Rainer;;Bundesrepublik Deutschland;1974, 1975, 1976;1;1;;Institut;;Johannes Gutenberg-Universität Mainz, Deutschland;Denken und Frömmigkeit Johann Heinrich Jung-Stillings nach seinen frühen Schriften;Akte im Ordner 1220;"{""weiteres52d3fad4b73b8"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=009509216 | Jung-Stilling und die Aufkl\u00e4rung. Die polemischen Schriften Johann Heinrich Jung-Stillings gegen Friedrich Nicolai (1775\/1776), Stuttgart 1987 (IEGV 129) | _new>>\r\n""}}";B;Johannes Gutenberg-Universität;Mainz;Bundesrepublik Deutschland;;
Fellow;Vlachos;Konstantinos;;Griechenland;1977, 1978;1;1;;Institut;;National and Kapodistrian University of Athens, Griechenland;Humanistische Tendenzen im Dekalog;auf Empfehlung von Prof. Bratsiotis beworben, kein Gutachten vorhanden;;;;;;;
Fellow;Voslenskij;Michail Sergeevi?Ť;;Sowjetunion;1972;2;1;1;Institut;;Akademie der Wissenschaften der UdSSR, Moskau, Russland;Die westdeutsche Ostpolitik 1949–1969;keine Stipendiatenakte vorhanden;"{""weiteres145607b6696e0a60"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/39385244\/ | VIAF-Link | _new>>""}}";;;;;;
Fellow;Vrchotka;Jaroslav;;Tschechoslowakei;1976;2;1;1;Institut;;Nationalmuseum Prag, Tschechien;Geschichte des Buchdrucks im 15. und 16. Jahrhundert;Postdoc-Aufenthalt, Kein Gutachten vorhanden, Aufenthalt durch Privat-Korrespondenz zw. Aretin und Vrchotka abgesprochen;"{""weiteres145607c70adea666"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/46780353\/ | VIAF-Link | _new>>""}}";kein Gutachter;;;;;
Fellow;Vrchotka;Jaroslav;;Tschechoslowakei;1984;2;1;1;Extern;1984 Alexander von Humboldt-Stiftung;Nationalmuseum Prag, Tschechien;Geschichte des Buchdrucks im 15. und 16. Jahrhundert;Postdoc-Aufenthalt, Kein Gutachten vorhanden, Aufenthalt durch Privat-Korrespondenz zw. Aretin und Vrchotka abgesprochen;"{""weiteres145607c70adea666"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/46780353\/ | VIAF-Link | _new>>""}}";kein Gutachter;;;;;
Fellow;Vuyk;Simon;;Niederlande;1959, 1960;1;1;;Institut;;Universiteit Leiden, Niederlande;Untersuchungen zur Ekklesiologie der Arminianer;Akte im Ordner 1217;"{""weiteres14564022afbce022"":{""titel"":""Publikationen"",""text"":""<<http:\/\/viaf.org\/viaf\/37147971\/ | VIAF-Link | _new>>""}}";G;Universiteit Leiden;Leiden;Niederlande;;
Fellow;Waardenburg;Ellen;;Niederlande;1965;2;1;;Extern;1965 Ministerium für Unterricht und Wissenschaft der Niederlande;Historisches Museum für Gelderland, Arnhem, Belgien;Die niederländische Geschichte ab 1555 in der deutschen Historiographie;Geyl nicht direkt als Doktorvater genannt;;B;Universiteit Utrecht;Utrecht;Niederlande;;
Fellow;Waardenburg;Ellen;;Niederlande;1953, 1954, 1955;2;1;;;;Universiteit Utrecht, Niederlande;Die niederländische Geschichte ab 1555 in der deutschen Historiographie;Absprache zwischen Göhring und Prof. Geyl (Utrecht), kein Gutachten vorhanden;;kein Gutachter;;;;;
Fellow;Wagner-Heidendal;Lutgard;;Belgien;1960, 1961;2;1;;Institut;;Katholieke Universiteit Leuven, Belgien;Der Philhellenismus im Königreich der Niederlande und in Belgien in den 1820er Jahren;;"{""weiteres52d3fad34ebc7"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=6015&DB=3&SRT=YOP&SRT=YOP&TRM=wagner-heidendal | Het Filhellenisme in het Koninkrijk der Nederlanden (1821\u20131829). Een bijdrage tot de studie van de publieke opinie in het begin van de negentiende eeuw, Br\u00fcssel 1972 (Verhandelingen van de Koninklijke Vlaamse Academie voor Wetenschappen, Letteren en schone Kunsten van Belgi\u00eb, Klasse der Letteren, Jg. 34, No. 71) | _new>>\r\n""}}";B;Katholieke Universiteit;Leuven;Belgien;;
Fellow;Wagner-Heidendal;Lutgard;;Belgien;1963, 1964;2;1;;Institut;;Katholieke Universiteit Leuven, Belgien;Der Philhellenismus im Königreich der Niederlande und in Belgien in den 1820er Jahren;;"{""weiteres52d3fad34ebc7"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=6015&DB=3&SRT=YOP&SRT=YOP&TRM=wagner-heidendal | Het Filhellenisme in het Koninkrijk der Nederlanden (1821\u20131829). Een bijdrage tot de studie van de publieke opinie in het begin van de negentiende eeuw, Br\u00fcssel 1972 (Verhandelingen van de Koninklijke Vlaamse Academie voor Wetenschappen, Letteren en schone Kunsten van Belgi\u00eb, Klasse der Letteren, Jg. 34, No. 71) | _new>>\r\n""}}";B;Katholieke Universiteit;Leuven;Belgien;;
Fellow;Wagner-Heidendal;Lutgard;;Belgien;1970;2;1;;Institut;;"Mitarbeiter des Schulwesens in Belgien; Schule nicht bekannt";Der Philhellenismus im Königreich der Niederlande und in Belgien in den 1820er Jahren;bereits promoviert;"{""weiteres52d3fad34ebc7"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=6015&DB=3&SRT=YOP&SRT=YOP&TRM=wagner-heidendal | Het Filhellenisme in het Koninkrijk der Nederlanden (1821\u20131829). Een bijdrage tot de studie van de publieke opinie in het begin van de negentiende eeuw, Br\u00fcssel 1972 (Verhandelingen van de Koninklijke Vlaamse Academie voor Wetenschappen, Letteren en schone Kunsten van Belgi\u00eb, Klasse der Letteren, Jg. 34, No. 71) | _new>>\r\n""}}";B;Katholieke Universiteit;Leuven;Belgien;;
Fellow;Waite;Ian;;Vereinigtes Königreich;1980, 1981;1;1;;Institut;;University of London, UK;Untersuchung über Michael Servets »Christianismi Restitutio« unter besonderer Berücksichtigung seiner Einstellung zur religiösen Wahrheit;;;G;"University of London; Universität Marburg";"London; Marburg";"Vereinigtes Königreich; Bundesrepublik Deutschland";;
Fellow;Wal;Egbertus Adriaan Jacob van der;;Niederlande;1964, 1965;2;1;;Extern;Ministerium für Unterricht und Wissenschaft der Niederlande;Universiteit Utrecht, Niederlande;Karl Lamprecht und die Krise des Historismus;;;B;Universiteit Utrecht;Utrecht;Niederlande;;
Fellow;Walther;Peter Thomas;;Bundesrepublik Deutschland;1979;2;1;;Institut;;Freie Universität Berlin, Deutschland / State University of New York;Die nach 1933 emigrierten deutschen Historiker und ihre Stellung in der amerikanischen und in der deutschen Geschichtswissenschaft;;"{""weiteres52d3facf874ea"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=212939610 | Von Meinecke zu Beard? Die nach 1933 in die USA emigrierten deutschen Neuhistoriker, Ann Arbor 1989 | _new>>\r\n""}}";B;State University of New York;Buffalo, New York;USA;;
Fellow;Warmbrunn;Paul;;Bundesrepublik Deutschland;1980, 1981;1;1;;Institut;;Universität Freiburg, Deutschland;Zwei Konfessionen in einer Stadt. Das Zusammenleben von Katholiken und Protestanten in den paritätischen Reichsstädten Augsburg, Biberach, Ravensburg und Dinkelsbühl von 1548 bis 1648;;"{""weiteres52d3fad574bca"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=031807674 | Zwei Konfessionen in einer Stadt. Das Zusammenleben von Katholiken und Protestanten in den parit\u00e4tischen Reichsst\u00e4dten Augsburg, Biberach, Ravensburg und Dinkelsb\u00fchl von 1548 bis 1648, Wiesbaden 1983 (IEGV 111) | _new>>\r\n""}}";B;Albert-Ludwigs-Universität;Freiburg i. Br.;Bundesrepublik Deutschland;;
Fellow;Warneck;Thomas;;Bundesrepublik Deutschland;1985, 1986;1;1;;Institut;;Hochschule der Selbständigen Evangelisch-Lutherischen Kirche Deutschlands, Oberursel, Deutschland;Konfessionelle Unionsbemühungen in Deutschland von 1700 bis 1730;;;B;Johannes Gutenberg-Universität;Mainz;Bundesrepublik Deutschland;;
Fellow;Warner;Isabel;;Vereinigtes Königreich;1987, 1988;2;1;;Institut;;Istituto Universitario Europeo, Firenze, Italien;Die Entflechtung der westdeutschen Stahlindustrie 1945–1952;;"{""weiteres52d3fad648c4b"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=046589031 | Steel and Sovereignty. The Deconcentration of the West German Steel Industry, 1949\u201354, Mainz 1996 (IEGV 162) | _new>>\r\n""}}";B;Europäisches Hochschulinstitut;Florenz;Italien;;
Fellow;Warner;Isabel;;Vereinigtes Königreich;1985;2;1;;Extern;1985 Europäisches Hochschulinstitut Florenz;University of Manchester, United Kingdom;Die Entflechtung der westdeutschen Stahlindustrie 1945–1952;;"{""weiteres52d3fad648c4b"":{""titel"":""Publikationen"",""text"":""- <<https:\/\/opac.ub.uni-mainz.de\/DB=3\/PPN?PPN=046589031 | Steel and Sovereignty. The Deconcentration of the West German Steel Industry, 1949\u201354, Mainz 1996 (IEGV 162) | _new>>\r\n""}}";B;Europäisches Hochschulinstitut;Florenz;Italien;;
Fellow;Wegert;Karl Heinz;;Kanada;1987;2;1;;Extern;Alexander von Humboldt-Stiftung;Bishops University, Québec, Kanada;Die radikalen Demokraten in Deutschland 1789–1848;Hatte bereits Professur inne, kein Gutachten vorhanden;"{""weiteres52d3fad5588b5"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=8520&DB=3&SRT=YOP&SRT=YOP&TRM=3-8053-1195-8 | German Radicals Confront the Common People. Revolutionary Politics and Popular Politics, 1789\u20131849, Mainz 1992 (IEGV 135) | _new>>\r\n""}}";kein Gutachter;;;;;
Fellow;Wegert;Karl Heinz;;Kanada;1982;2;1;;Extern;Alexander von Humboldt-Stiftung;University of Saskatchewan, Kanada;Die radikalen Demokraten in Deutschland 1789–1848;Hatte bereits Professur inne, Kein Gutachten vorhanden;"{""weiteres52d3fad5588b5"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=8520&DB=3&SRT=YOP&SRT=YOP&TRM=3-8053-1195-8 | German Radicals Confront the Common People. Revolutionary Politics and Popular Politics, 1789\u20131849, Mainz 1992 (IEGV 135) | _new>>\r\n""}}";kein Gutachter;;;;;
Fellow;Wegert;Karl Heinz;;Kanada;1979, 1980;2;1;;Extern;Alexander von Humboldt-Stiftung;University of Western Ontario, Kanada;Die radikalen Demokraten in Deutschland 1789–1848;Hatte bereits Professur inne, Forschungsstipendium, Kein Gutachten vorhanden;"{""weiteres52d3fad5588b5"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=8520&DB=3&SRT=YOP&SRT=YOP&TRM=3-8053-1195-8 | German Radicals Confront the Common People. Revolutionary Politics and Popular Politics, 1789\u20131849, Mainz 1992 (IEGV 135) | _new>>\r\n""}}";kein Gutachter;;;;;
Fellow;Weis;Eberhard;;Bundesrepublik Deutschland;1954, 1955;2;1;;Institut;;Ludwig-Maximilians-Universität München, Deutschland;Politik und Geschichte in der französischen Enzyklopädie;;"{""weiteres52d3fad31dde8"":{""titel"":""Publikationen"",""text"":""- <<http:\/\/opac.ub.uni-mainz.de\/DB=3\/CMD?ACT=SRCHA&IKT=6015&DB=3&SRT=YOP&SRT=YOP&TRM=eberhard+weis+staatsauffassung | Geschichtsschreibung und Staatsauffassung in der franz\u00f6sischen Enzyklop\u00e4die, Wiesbaden 1956 (IEGV 14) | _new>>\r\n""}}";B;Ludwig-Maximilians-Universität;München;Bundesrepublik Deutschland;;
